FIPS,COUNTY,STATE,AGEGROUP,CASES
13303,Washington,Georgia,65+ years,221
13305,Wayne,Georgia,0 - 17 years,236
13305,Wayne,Georgia,18 to 49 years,1279
13305,Wayne,Georgia,50 to 64 years,519
13305,Wayne,Georgia,65+ years,401
13311,White,Georgia,0 - 17 years,137
13311,White,Georgia,18 to 49 years,449
13311,White,Georgia,50 to 64 years,191
13311,White,Georgia,65+ years,135
13313,Whitfield,Georgia,0 - 17 years,1780
13313,Whitfield,Georgia,18 to 49 years,7485
13313,Whitfield,Georgia,50 to 64 years,2650
13313,Whitfield,Georgia,65+ years,1446
13321,Worth,Georgia,0 - 17 years,71
13321,Worth,Georgia,18 to 49 years,382
13321,Worth,Georgia,50 to 64 years,250
13321,Worth,Georgia,65+ years,163
15001,Hawaii,Hawaii,0 - 17 years,249
15001,Hawaii,Hawaii,18 to 49 years,991
15001,Hawaii,Hawaii,50 to 64 years,241
15001,Hawaii,Hawaii,65+ years,243
15003,Honolulu,Hawaii,0 - 17 years,2155
15003,Honolulu,Hawaii,18 to 49 years,9858
15003,Honolulu,Hawaii,50 to 64 years,3276
15003,Honolulu,Hawaii,65+ years,1909
15009,Maui,Hawaii,0 - 17 years,238
15009,Maui,Hawaii,18 to 49 years,1183
15009,Maui,Hawaii,50 to 64 years,369
15009,Maui,Hawaii,65+ years,193
16001,Ada,Idaho,0 - 17 years,5164
16001,Ada,Idaho,18 to 49 years,28833
16001,Ada,Idaho,50 to 64 years,8594
16001,Ada,Idaho,65+ years,5476
16005,Bannock,Idaho,0 - 17 years,911
16005,Bannock,Idaho,18 to 49 years,4850
16005,Bannock,Idaho,50 to 64 years,1345
16005,Bannock,Idaho,65+ years,935
16011,Bingham,Idaho,0 - 17 years,482
16011,Bingham,Idaho,18 to 49 years,2446
16011,Bingham,Idaho,50 to 64 years,904
16011,Bingham,Idaho,65+ years,577
16013,Blaine,Idaho,0 - 17 years,219
16013,Blaine,Idaho,18 to 49 years,1147
16013,Blaine,Idaho,50 to 64 years,459
16013,Blaine,Idaho,65+ years,265
16017,Bonner,Idaho,0 - 17 years,242
16017,Bonner,Idaho,18 to 49 years,1322
16017,Bonner,Idaho,50 to 64 years,768
16017,Bonner,Idaho,65+ years,636
16019,Bonneville,Idaho,0 - 17 years,1791
16019,Bonneville,Idaho,18 to 49 years,7298
16019,Bonneville,Idaho,50 to 64 years,2384
16019,Bonneville,Idaho,65+ years,1622
16027,Canyon,Idaho,0 - 17 years,2859
16027,Canyon,Idaho,18 to 49 years,14444
16027,Canyon,Idaho,50 to 64 years,4615
16027,Canyon,Idaho,65+ years,3062
16031,Cassia,Idaho,0 - 17 years,268
16031,Cassia,Idaho,18 to 49 years,1571
16031,Cassia,Idaho,50 to 64 years,552
16031,Cassia,Idaho,65+ years,381
16039,Elmore,Idaho,0 - 17 years,166
16039,Elmore,Idaho,18 to 49 years,948
16039,Elmore,Idaho,50 to 64 years,255
16039,Elmore,Idaho,65+ years,163
16051,Jefferson,Idaho,0 - 17 years,321
16051,Jefferson,Idaho,18 to 49 years,1465
16051,Jefferson,Idaho,50 to 64 years,511
16051,Jefferson,Idaho,65+ years,299
16053,Jerome,Idaho,0 - 17 years,271
16053,Jerome,Idaho,18 to 49 years,1377
16053,Jerome,Idaho,50 to 64 years,473
16053,Jerome,Idaho,65+ years,291
16055,Kootenai,Idaho,0 - 17 years,1614
16055,Kootenai,Idaho,18 to 49 years,8580
16055,Kootenai,Idaho,50 to 64 years,3537
16055,Kootenai,Idaho,65+ years,3165
16057,Latah,Idaho,0 - 17 years,197
16057,Latah,Idaho,18 to 49 years,2006
16057,Latah,Idaho,50 to 64 years,331
16057,Latah,Idaho,65+ years,202
16065,Madison,Idaho,0 - 17 years,400
16065,Madison,Idaho,18 to 49 years,5330
16065,Madison,Idaho,50 to 64 years,453
16065,Madison,Idaho,65+ years,324
16067,Minidoka,Idaho,0 - 17 years,144
16067,Minidoka,Idaho,18 to 49 years,1260
16067,Minidoka,Idaho,50 to 64 years,438
16067,Minidoka,Idaho,65+ years,290
16069,Nez Perce,Idaho,0 - 17 years,340
16069,Nez Perce,Idaho,18 to 49 years,1704
16069,Nez Perce,Idaho,50 to 64 years,601
16069,Nez Perce,Idaho,65+ years,602
16075,Payette,Idaho,0 - 17 years,305
16075,Payette,Idaho,18 to 49 years,1194
16075,Payette,Idaho,50 to 64 years,436
16075,Payette,Idaho,65+ years,307
16083,Twin Falls,Idaho,0 - 17 years,797
16083,Twin Falls,Idaho,18 to 49 years,5181
16083,Twin Falls,Idaho,50 to 64 years,1675
16083,Twin Falls,Idaho,65+ years,1346
17001,Adams,Illinois,0 - 17 years,950
17001,Adams,Illinois,18 to 49 years,3625
17001,Adams,Illinois,50 to 64 years,1721
17001,Adams,Illinois,65+ years,1645
17007,Boone,Illinois,0 - 17 years,839
17007,Boone,Illinois,18 to 49 years,3157
17007,Boone,Illinois,50 to 64 years,1260
17007,Boone,Illinois,65+ years,697
17011,Bureau,Illinois,0 - 17 years,262
17011,Bureau,Illinois,18 to 49 years,1541
17011,Bureau,Illinois,50 to 64 years,774
17011,Bureau,Illinois,65+ years,681
17019,Champaign,Illinois,0 - 17 years,2502
17019,Champaign,Illinois,18 to 49 years,12218
17019,Champaign,Illinois,50 to 64 years,2315
17019,Champaign,Illinois,65+ years,1470
17021,Christian,Illinois,0 - 17 years,222
17021,Christian,Illinois,18 to 49 years,1599
17021,Christian,Illinois,50 to 64 years,769
17021,Christian,Illinois,65+ years,639
17027,Clinton,Illinois,0 - 17 years,672
17027,Clinton,Illinois,18 to 49 years,2617
17027,Clinton,Illinois,50 to 64 years,1259
17027,Clinton,Illinois,65+ years,985
17029,Coles,Illinois,0 - 17 years,589
17029,Coles,Illinois,18 to 49 years,2752
17029,Coles,Illinois,50 to 64 years,947
17029,Coles,Illinois,65+ years,927
17031,Cook,Illinois,0 - 17 years,54013
17031,Cook,Illinois,18 to 49 years,276666
17031,Cook,Illinois,50 to 64 years,99798
17031,Cook,Illinois,65+ years,62072
17037,Dekalb,Illinois,0 - 17 years,890
17037,Dekalb,Illinois,18 to 49 years,4942
17037,Dekalb,Illinois,50 to 64 years,1497
17037,Dekalb,Illinois,65+ years,1086
17043,Dupage,Illinois,0 - 17 years,10884
17043,Dupage,Illinois,18 to 49 years,41607
17043,Dupage,Illinois,50 to 64 years,17714
17043,Dupage,Illinois,65+ years,10651
17049,Effingham,Illinois,0 - 17 years,551
17049,Effingham,Illinois,18 to 49 years,1989
17049,Effingham,Illinois,50 to 64 years,1021
17049,Effingham,Illinois,65+ years,869
17051,Fayette,Illinois,0 - 17 years,299
17051,Fayette,Illinois,18 to 49 years,1379
17051,Fayette,Illinois,50 to 64 years,651
17051,Fayette,Illinois,65+ years,556
17055,Franklin,Illinois,0 - 17 years,391
17055,Franklin,Illinois,18 to 49 years,1865
17055,Franklin,Illinois,50 to 64 years,960
17055,Franklin,Illinois,65+ years,871
17057,Fulton,Illinois,0 - 17 years,407
17057,Fulton,Illinois,18 to 49 years,1519
17057,Fulton,Illinois,50 to 64 years,569
17057,Fulton,Illinois,65+ years,505
17063,Grundy,Illinois,0 - 17 years,634
17063,Grundy,Illinois,18 to 49 years,2879
17063,Grundy,Illinois,50 to 64 years,1063
17063,Grundy,Illinois,65+ years,606
17073,Henry,Illinois,0 - 17 years,500
17073,Henry,Illinois,18 to 49 years,2030
17073,Henry,Illinois,50 to 64 years,999
17073,Henry,Illinois,65+ years,808
17075,Iroquois,Illinois,0 - 17 years,315
17075,Iroquois,Illinois,18 to 49 years,1217
17075,Iroquois,Illinois,50 to 64 years,599
17075,Iroquois,Illinois,65+ years,574
17077,Jackson,Illinois,0 - 17 years,552
17077,Jackson,Illinois,18 to 49 years,2711
17077,Jackson,Illinois,50 to 64 years,719
17077,Jackson,Illinois,65+ years,607
17081,Jefferson,Illinois,0 - 17 years,318
17081,Jefferson,Illinois,18 to 49 years,1811
17081,Jefferson,Illinois,50 to 64 years,875
17081,Jefferson,Illinois,65+ years,910
17083,Jersey,Illinois,0 - 17 years,255
17083,Jersey,Illinois,18 to 49 years,1003
17083,Jersey,Illinois,50 to 64 years,523
17083,Jersey,Illinois,65+ years,541
17085,Jo Daviess,Illinois,0 - 17 years,176
17085,Jo Daviess,Illinois,18 to 49 years,645
17085,Jo Daviess,Illinois,50 to 64 years,359
17085,Jo Daviess,Illinois,65+ years,299
17089,Kane,Illinois,0 - 17 years,6948
17089,Kane,Illinois,18 to 49 years,28691
17089,Kane,Illinois,50 to 64 years,10905
17089,Kane,Illinois,65+ years,5701
17091,Kankakee,Illinois,0 - 17 years,1378
17091,Kankakee,Illinois,18 to 49 years,6636
17091,Kankakee,Illinois,50 to 64 years,2759
17091,Kankakee,Illinois,65+ years,2003
17093,Kendall,Illinois,0 - 17 years,1675
17093,Kendall,Illinois,18 to 49 years,6714
17093,Kendall,Illinois,50 to 64 years,2116
17093,Kendall,Illinois,65+ years,982
17095,Knox,Illinois,0 - 17 years,414
17095,Knox,Illinois,18 to 49 years,2409
17095,Knox,Illinois,50 to 64 years,1042
17095,Knox,Illinois,65+ years,1063
17097,Lake,Illinois,0 - 17 years,7960
17097,Lake,Illinois,18 to 49 years,33184
17097,Lake,Illinois,50 to 64 years,13151
17097,Lake,Illinois,65+ years,7351
17099,Lasalle,Illinois,0 - 17 years,1073
17099,Lasalle,Illinois,18 to 49 years,5524
17099,Lasalle,Illinois,50 to 64 years,2483
17099,Lasalle,Illinois,65+ years,1937
17103,Lee,Illinois,0 - 17 years,311
17103,Lee,Illinois,18 to 49 years,1779
17103,Lee,Illinois,50 to 64 years,831
17103,Lee,Illinois,65+ years,581
17105,Livingston,Illinois,0 - 17 years,434
17105,Livingston,Illinois,18 to 49 years,2064
17105,Livingston,Illinois,50 to 64 years,878
17105,Livingston,Illinois,65+ years,768
17107,Logan,Illinois,0 - 17 years,260
17107,Logan,Illinois,18 to 49 years,1807
17107,Logan,Illinois,50 to 64 years,634
17107,Logan,Illinois,65+ years,573
17109,Mcdonough,Illinois,0 - 17 years,198
17109,Mcdonough,Illinois,18 to 49 years,1331
17109,Mcdonough,Illinois,50 to 64 years,309
17109,Mcdonough,Illinois,65+ years,376
17111,Mchenry,Illinois,0 - 17 years,2849
17111,Mchenry,Illinois,18 to 49 years,13222
17111,Mchenry,Illinois,50 to 64 years,6016
17111,Mchenry,Illinois,65+ years,3140
17113,Mclean,Illinois,0 - 17 years,1850
17113,Mclean,Illinois,18 to 49 years,9201
17113,Mclean,Illinois,50 to 64 years,2460
17113,Mclean,Illinois,65+ years,1689
17115,Macon,Illinois,0 - 17 years,1109
17115,Macon,Illinois,18 to 49 years,4601
17115,Macon,Illinois,50 to 64 years,2032
17115,Macon,Illinois,65+ years,1895
17117,Macoupin,Illinois,0 - 17 years,570
17117,Macoupin,Illinois,18 to 49 years,1990
17117,Macoupin,Illinois,50 to 64 years,931
17117,Macoupin,Illinois,65+ years,843
17119,Madison,Illinois,0 - 17 years,3588
17119,Madison,Illinois,18 to 49 years,14485
17119,Madison,Illinois,50 to 64 years,6115
17119,Madison,Illinois,65+ years,4641
17121,Marion,Illinois,0 - 17 years,378
17121,Marion,Illinois,18 to 49 years,1921
17121,Marion,Illinois,50 to 64 years,919
17121,Marion,Illinois,65+ years,939
17133,Monroe,Illinois,0 - 17 years,518
17133,Monroe,Illinois,18 to 49 years,1865
17133,Monroe,Illinois,50 to 64 years,1012
17133,Monroe,Illinois,65+ years,627
17135,Montgomery,Illinois,0 - 17 years,291
17135,Montgomery,Illinois,18 to 49 years,1802
17135,Montgomery,Illinois,50 to 64 years,760
17135,Montgomery,Illinois,65+ years,595
17137,Morgan,Illinois,0 - 17 years,299
17137,Morgan,Illinois,18 to 49 years,1793
17137,Morgan,Illinois,50 to 64 years,768
17137,Morgan,Illinois,65+ years,626
17141,Ogle,Illinois,0 - 17 years,634
17141,Ogle,Illinois,18 to 49 years,2599
17141,Ogle,Illinois,50 to 64 years,1119
17141,Ogle,Illinois,65+ years,736
17143,Peoria,Illinois,0 - 17 years,2484
17143,Peoria,Illinois,18 to 49 years,9281
17143,Peoria,Illinois,50 to 64 years,3618
17143,Peoria,Illinois,65+ years,2460
17145,Perry,Illinois,0 - 17 years,183
17145,Perry,Illinois,18 to 49 years,1685
17145,Perry,Illinois,50 to 64 years,565
17145,Perry,Illinois,65+ years,463
17157,Randolph,Illinois,0 - 17 years,437
17157,Randolph,Illinois,18 to 49 years,1973
17157,Randolph,Illinois,50 to 64 years,758
17157,Randolph,Illinois,65+ years,647
17161,Rock Island,Illinois,0 - 17 years,1323
17161,Rock Island,Illinois,18 to 49 years,6784
17161,Rock Island,Illinois,50 to 64 years,2855
17161,Rock Island,Illinois,65+ years,2448
17163,St. Clair,Illinois,0 - 17 years,3356
17163,St. Clair,Illinois,18 to 49 years,13068
17163,St. Clair,Illinois,50 to 64 years,5839
17163,St. Clair,Illinois,65+ years,4057
17165,Saline,Illinois,0 - 17 years,274
17165,Saline,Illinois,18 to 49 years,1034
17165,Saline,Illinois,50 to 64 years,477
17165,Saline,Illinois,65+ years,523
17167,Sangamon,Illinois,0 - 17 years,1960
17167,Sangamon,Illinois,18 to 49 years,8241
17167,Sangamon,Illinois,50 to 64 years,3661
17167,Sangamon,Illinois,65+ years,2816
17173,Shelby,Illinois,0 - 17 years,216
17173,Shelby,Illinois,18 to 49 years,916
17173,Shelby,Illinois,50 to 64 years,474
17173,Shelby,Illinois,65+ years,490
17177,Stephenson,Illinois,0 - 17 years,482
17177,Stephenson,Illinois,18 to 49 years,1838
17177,Stephenson,Illinois,50 to 64 years,972
17177,Stephenson,Illinois,65+ years,773
17179,Tazewell,Illinois,0 - 17 years,1943
17179,Tazewell,Illinois,18 to 49 years,6614
17179,Tazewell,Illinois,50 to 64 years,2933
17179,Tazewell,Illinois,65+ years,2539
17183,Vermilion,Illinois,0 - 17 years,1212
17183,Vermilion,Illinois,18 to 49 years,4238
17183,Vermilion,Illinois,50 to 64 years,1811
17183,Vermilion,Illinois,65+ years,1416
17195,Whiteside,Illinois,0 - 17 years,661
17195,Whiteside,Illinois,18 to 49 years,2829
17195,Whiteside,Illinois,50 to 64 years,1415
17195,Whiteside,Illinois,65+ years,1141
17197,Will,Illinois,0 - 17 years,7971
17197,Will,Illinois,18 to 49 years,36623
17197,Will,Illinois,50 to 64 years,15326
17197,Will,Illinois,65+ years,7734
17199,Williamson,Illinois,0 - 17 years,816
17199,Williamson,Illinois,18 to 49 years,3528
17199,Williamson,Illinois,50 to 64 years,1342
17199,Williamson,Illinois,65+ years,1252
17201,Winnebago,Illinois,0 - 17 years,3734
17201,Winnebago,Illinois,18 to 49 years,14872
17201,Winnebago,Illinois,50 to 64 years,5891
17201,Winnebago,Illinois,65+ years,4353
17203,Woodford,Illinois,0 - 17 years,583
17203,Woodford,Illinois,18 to 49 years,1742
17203,Woodford,Illinois,50 to 64 years,842
17203,Woodford,Illinois,65+ years,660
18001,Adams,Indiana,0 - 17 years,227
18001,Adams,Indiana,18 to 49 years,1136
18001,Adams,Indiana,50 to 64 years,520
18001,Adams,Indiana,65+ years,523
18003,Allen,Indiana,0 - 17 years,1829
18003,Allen,Indiana,18 to 49 years,9974
18003,Allen,Indiana,50 to 64 years,3810
18003,Allen,Indiana,65+ years,2975
18005,Bartholomew,Indiana,0 - 17 years,315
18005,Bartholomew,Indiana,18 to 49 years,1766
18005,Bartholomew,Indiana,50 to 64 years,698
18005,Bartholomew,Indiana,65+ years,564
18011,Boone,Indiana,0 - 17 years,735
18011,Boone,Indiana,18 to 49 years,2871
18011,Boone,Indiana,50 to 64 years,1174
18011,Boone,Indiana,65+ years,908
18015,Carroll,Indiana,0 - 17 years,211
18015,Carroll,Indiana,18 to 49 years,883
18015,Carroll,Indiana,50 to 64 years,448
18015,Carroll,Indiana,65+ years,353
18017,Cass,Indiana,0 - 17 years,199
18017,Cass,Indiana,18 to 49 years,1999
18017,Cass,Indiana,50 to 64 years,805
18017,Cass,Indiana,65+ years,395
18019,Clark,Indiana,0 - 17 years,658
18019,Clark,Indiana,18 to 49 years,3165
18019,Clark,Indiana,50 to 64 years,1354
18019,Clark,Indiana,65+ years,1091
18021,Clay,Indiana,0 - 17 years,148
18021,Clay,Indiana,18 to 49 years,762
18021,Clay,Indiana,50 to 64 years,333
18021,Clay,Indiana,65+ years,314
18023,Clinton,Indiana,0 - 17 years,356
18023,Clinton,Indiana,18 to 49 years,1347
18023,Clinton,Indiana,50 to 64 years,522
18023,Clinton,Indiana,65+ years,291
18027,Daviess,Indiana,0 - 17 years,136
18027,Daviess,Indiana,18 to 49 years,803
18027,Daviess,Indiana,50 to 64 years,353
18027,Daviess,Indiana,65+ years,373
18029,Dearborn,Indiana,0 - 17 years,262
18029,Dearborn,Indiana,18 to 49 years,1242
18029,Dearborn,Indiana,50 to 64 years,615
18029,Dearborn,Indiana,65+ years,442
18031,Decatur,Indiana,0 - 17 years,114
18031,Decatur,Indiana,18 to 49 years,711
18031,Decatur,Indiana,50 to 64 years,317
18031,Decatur,Indiana,65+ years,282
18033,Dekalb,Indiana,0 - 17 years,139
18033,Dekalb,Indiana,18 to 49 years,913
18033,Dekalb,Indiana,50 to 64 years,459
18033,Dekalb,Indiana,65+ years,410
18035,Delaware,Indiana,0 - 17 years,529
18035,Delaware,Indiana,18 to 49 years,3106
18035,Delaware,Indiana,50 to 64 years,1158
18035,Delaware,Indiana,65+ years,1195
18037,Dubois,Indiana,0 - 17 years,519
18037,Dubois,Indiana,18 to 49 years,2031
18037,Dubois,Indiana,50 to 64 years,1000
18037,Dubois,Indiana,65+ years,580
18039,Elkhart,Indiana,0 - 17 years,1692
18039,Elkhart,Indiana,18 to 49 years,7065
18039,Elkhart,Indiana,50 to 64 years,2743
18039,Elkhart,Indiana,65+ years,1982
18041,Fayette,Indiana,0 - 17 years,132
18041,Fayette,Indiana,18 to 49 years,647
18041,Fayette,Indiana,50 to 64 years,362
18041,Fayette,Indiana,65+ years,353
18043,Floyd,Indiana,0 - 17 years,357
18043,Floyd,Indiana,18 to 49 years,1772
18043,Floyd,Indiana,50 to 64 years,790
18043,Floyd,Indiana,65+ years,798
18051,Gibson,Indiana,0 - 17 years,233
18051,Gibson,Indiana,18 to 49 years,691
18051,Gibson,Indiana,50 to 64 years,379
18051,Gibson,Indiana,65+ years,305
18053,Grant,Indiana,0 - 17 years,348
18053,Grant,Indiana,18 to 49 years,1868
18053,Grant,Indiana,50 to 64 years,879
18053,Grant,Indiana,65+ years,922
18055,Greene,Indiana,0 - 17 years,236
18055,Greene,Indiana,18 to 49 years,978
18055,Greene,Indiana,50 to 64 years,513
18055,Greene,Indiana,65+ years,491
18057,Hamilton,Indiana,0 - 17 years,2319
18057,Hamilton,Indiana,18 to 49 years,8935
18057,Hamilton,Indiana,50 to 64 years,3379
18057,Hamilton,Indiana,65+ years,2178
18059,Hancock,Indiana,0 - 17 years,502
18059,Hancock,Indiana,18 to 49 years,2441
18059,Hancock,Indiana,50 to 64 years,994
18059,Hancock,Indiana,65+ years,653
18061,Harrison,Indiana,0 - 17 years,332
18061,Harrison,Indiana,18 to 49 years,1145
18061,Harrison,Indiana,50 to 64 years,547
18061,Harrison,Indiana,65+ years,423
18063,Hendricks,Indiana,0 - 17 years,1150
18063,Hendricks,Indiana,18 to 49 years,4739
18063,Hendricks,Indiana,50 to 64 years,1997
18063,Hendricks,Indiana,65+ years,1509
18065,Henry,Indiana,0 - 17 years,285
18065,Henry,Indiana,18 to 49 years,1486
18065,Henry,Indiana,50 to 64 years,787
18065,Henry,Indiana,65+ years,735
18067,Howard,Indiana,0 - 17 years,575
18067,Howard,Indiana,18 to 49 years,2451
18067,Howard,Indiana,50 to 64 years,913
18067,Howard,Indiana,65+ years,807
18069,Huntington,Indiana,0 - 17 years,131
18069,Huntington,Indiana,18 to 49 years,889
18069,Huntington,Indiana,50 to 64 years,338
18069,Huntington,Indiana,65+ years,384
18071,Jackson,Indiana,0 - 17 years,191
18071,Jackson,Indiana,18 to 49 years,1272
18071,Jackson,Indiana,50 to 64 years,555
18071,Jackson,Indiana,65+ years,345
18073,Jasper,Indiana,0 - 17 years,132
18073,Jasper,Indiana,18 to 49 years,624
18073,Jasper,Indiana,50 to 64 years,255
18073,Jasper,Indiana,65+ years,221
18075,Jay,Indiana,0 - 17 years,69
18075,Jay,Indiana,18 to 49 years,432
18075,Jay,Indiana,50 to 64 years,226
18075,Jay,Indiana,65+ years,233
18077,Jefferson,Indiana,0 - 17 years,217
18077,Jefferson,Indiana,18 to 49 years,720
18077,Jefferson,Indiana,50 to 64 years,405
18077,Jefferson,Indiana,65+ years,226
18079,Jennings,Indiana,0 - 17 years,113
18079,Jennings,Indiana,18 to 49 years,580
18079,Jennings,Indiana,50 to 64 years,258
18079,Jennings,Indiana,65+ years,136
18081,Johnson,Indiana,0 - 17 years,735
18081,Johnson,Indiana,18 to 49 years,4209
18081,Johnson,Indiana,50 to 64 years,1591
18081,Johnson,Indiana,65+ years,1511
18083,Knox,Indiana,0 - 17 years,173
18083,Knox,Indiana,18 to 49 years,994
18083,Knox,Indiana,50 to 64 years,496
18083,Knox,Indiana,65+ years,438
18085,Kosciusko,Indiana,0 - 17 years,498
18085,Kosciusko,Indiana,18 to 49 years,2348
18085,Kosciusko,Indiana,50 to 64 years,1075
18085,Kosciusko,Indiana,65+ years,733
18087,Lagrange,Indiana,0 - 17 years,113
18087,Lagrange,Indiana,18 to 49 years,595
18087,Lagrange,Indiana,50 to 64 years,344
18087,Lagrange,Indiana,65+ years,375
18089,Lake,Indiana,0 - 17 years,2543
18089,Lake,Indiana,18 to 49 years,11183
18089,Lake,Indiana,50 to 64 years,4905
18089,Lake,Indiana,65+ years,3638
18091,Laporte,Indiana,0 - 17 years,135
18091,Laporte,Indiana,18 to 49 years,981
18091,Laporte,Indiana,50 to 64 years,423
18091,Laporte,Indiana,65+ years,393
18093,Lawrence,Indiana,0 - 17 years,203
18093,Lawrence,Indiana,18 to 49 years,1155
18093,Lawrence,Indiana,50 to 64 years,661
18093,Lawrence,Indiana,65+ years,719
18095,Madison,Indiana,0 - 17 years,495
18095,Madison,Indiana,18 to 49 years,2370
18095,Madison,Indiana,50 to 64 years,1067
18095,Madison,Indiana,65+ years,1134
18097,Marion,Indiana,0 - 17 years,3545
18097,Marion,Indiana,18 to 49 years,21969
18097,Marion,Indiana,50 to 64 years,7355
18097,Marion,Indiana,65+ years,5098
18099,Marshall,Indiana,0 - 17 years,287
18099,Marshall,Indiana,18 to 49 years,1283
18099,Marshall,Indiana,50 to 64 years,511
18099,Marshall,Indiana,65+ years,290
18103,Miami,Indiana,0 - 17 years,203
18103,Miami,Indiana,18 to 49 years,891
18103,Miami,Indiana,50 to 64 years,393
18103,Miami,Indiana,65+ years,326
18105,Monroe,Indiana,0 - 17 years,245
18105,Monroe,Indiana,18 to 49 years,2933
18105,Monroe,Indiana,50 to 64 years,563
18105,Monroe,Indiana,65+ years,577
18107,Montgomery,Indiana,0 - 17 years,208
18107,Montgomery,Indiana,18 to 49 years,915
18107,Montgomery,Indiana,50 to 64 years,336
18107,Montgomery,Indiana,65+ years,255
18109,Morgan,Indiana,0 - 17 years,182
18109,Morgan,Indiana,18 to 49 years,966
18109,Morgan,Indiana,50 to 64 years,507
18109,Morgan,Indiana,65+ years,329
18113,Noble,Indiana,0 - 17 years,324
18113,Noble,Indiana,18 to 49 years,1224
18113,Noble,Indiana,50 to 64 years,546
18113,Noble,Indiana,65+ years,501
18127,Porter,Indiana,0 - 17 years,800
18127,Porter,Indiana,18 to 49 years,4286
18127,Porter,Indiana,50 to 64 years,1735
18127,Porter,Indiana,65+ years,1308
18133,Putnam,Indiana,0 - 17 years,130
18133,Putnam,Indiana,18 to 49 years,777
18133,Putnam,Indiana,50 to 64 years,354
18133,Putnam,Indiana,65+ years,246
18135,Randolph,Indiana,0 - 17 years,149
18135,Randolph,Indiana,18 to 49 years,612
18135,Randolph,Indiana,50 to 64 years,278
18135,Randolph,Indiana,65+ years,323
18137,Ripley,Indiana,0 - 17 years,141
18137,Ripley,Indiana,18 to 49 years,815
18137,Ripley,Indiana,50 to 64 years,334
18137,Ripley,Indiana,65+ years,383
18141,St. Joseph,Indiana,0 - 17 years,383
18141,St. Joseph,Indiana,18 to 49 years,4012
18141,St. Joseph,Indiana,50 to 64 years,1208
18141,St. Joseph,Indiana,65+ years,1047
18143,Scott,Indiana,0 - 17 years,110
18143,Scott,Indiana,18 to 49 years,668
18143,Scott,Indiana,50 to 64 years,307
18143,Scott,Indiana,65+ years,269
18145,Shelby,Indiana,0 - 17 years,203
18145,Shelby,Indiana,18 to 49 years,1185
18145,Shelby,Indiana,50 to 64 years,593
18145,Shelby,Indiana,65+ years,521
18149,Starke,Indiana,0 - 17 years,80
18149,Starke,Indiana,18 to 49 years,493
18149,Starke,Indiana,50 to 64 years,219
18149,Starke,Indiana,65+ years,154
18151,Steuben,Indiana,0 - 17 years,110
18151,Steuben,Indiana,18 to 49 years,779
18151,Steuben,Indiana,50 to 64 years,347
18151,Steuben,Indiana,65+ years,308
18153,Sullivan,Indiana,0 - 17 years,73
18153,Sullivan,Indiana,18 to 49 years,554
18153,Sullivan,Indiana,50 to 64 years,234
18153,Sullivan,Indiana,65+ years,216
18157,Tippecanoe,Indiana,0 - 17 years,992
18157,Tippecanoe,Indiana,18 to 49 years,4496
18157,Tippecanoe,Indiana,50 to 64 years,1366
18157,Tippecanoe,Indiana,65+ years,918
18163,Vanderburgh,Indiana,0 - 17 years,235
18163,Vanderburgh,Indiana,18 to 49 years,1401
18163,Vanderburgh,Indiana,50 to 64 years,589
18163,Vanderburgh,Indiana,65+ years,665
18167,Vigo,Indiana,0 - 17 years,633
18167,Vigo,Indiana,18 to 49 years,3387
18167,Vigo,Indiana,50 to 64 years,1295
18167,Vigo,Indiana,65+ years,1152
18169,Wabash,Indiana,0 - 17 years,186
18169,Wabash,Indiana,18 to 49 years,655
18169,Wabash,Indiana,50 to 64 years,357
18169,Wabash,Indiana,65+ years,318
18177,Wayne,Indiana,0 - 17 years,374
18177,Wayne,Indiana,18 to 49 years,1710
18177,Wayne,Indiana,50 to 64 years,930
18177,Wayne,Indiana,65+ years,705
18179,Wells,Indiana,0 - 17 years,90
18179,Wells,Indiana,18 to 49 years,629
18179,Wells,Indiana,50 to 64 years,309
18179,Wells,Indiana,65+ years,314
18181,White,Indiana,0 - 17 years,103
18181,White,Indiana,18 to 49 years,522
18181,White,Indiana,50 to 64 years,262
18181,White,Indiana,65+ years,242
18183,Whitley,Indiana,0 - 17 years,135
18183,Whitley,Indiana,18 to 49 years,696
18183,Whitley,Indiana,50 to 64 years,317
18183,Whitley,Indiana,65+ years,265
19011,Benton,Iowa,0 - 17 years,299
19011,Benton,Iowa,18 to 49 years,1062
19011,Benton,Iowa,50 to 64 years,515
19011,Benton,Iowa,65+ years,420
19013,Black Hawk,Iowa,0 - 17 years,1240
19013,Black Hawk,Iowa,18 to 49 years,8921
19013,Black Hawk,Iowa,50 to 64 years,2873
19013,Black Hawk,Iowa,65+ years,2115
19015,Boone,Iowa,0 - 17 years,347
19015,Boone,Iowa,18 to 49 years,1188
19015,Boone,Iowa,50 to 64 years,460
19015,Boone,Iowa,65+ years,320
19017,Bremer,Iowa,0 - 17 years,241
19017,Bremer,Iowa,18 to 49 years,1425
19017,Bremer,Iowa,50 to 64 years,497
19017,Bremer,Iowa,65+ years,459
19019,Buchanan,Iowa,0 - 17 years,178
19019,Buchanan,Iowa,18 to 49 years,827
19019,Buchanan,Iowa,50 to 64 years,392
19019,Buchanan,Iowa,65+ years,282
19027,Carroll,Iowa,0 - 17 years,317
19027,Carroll,Iowa,18 to 49 years,1161
