FIPS,COUNTY,STATE,AGEGROUP,CASES
34025,Monmouth,New Jersey,18 to 49 years,32021
34025,Monmouth,New Jersey,50 to 64 years,15156
34025,Monmouth,New Jersey,65+ years,9254
34027,Morris,New Jersey,0 - 17 years,4913
34027,Morris,New Jersey,18 to 49 years,20701
34027,Morris,New Jersey,50 to 64 years,10496
34027,Morris,New Jersey,65+ years,6434
34029,Ocean,New Jersey,0 - 17 years,8842
34029,Ocean,New Jersey,18 to 49 years,31873
34029,Ocean,New Jersey,50 to 64 years,13514
34029,Ocean,New Jersey,65+ years,11940
34031,Passaic,New Jersey,0 - 17 years,6710
34031,Passaic,New Jersey,18 to 49 years,31414
34031,Passaic,New Jersey,50 to 64 years,14469
34031,Passaic,New Jersey,65+ years,8967
34033,Salem,New Jersey,0 - 17 years,528
34033,Salem,New Jersey,18 to 49 years,2489
34033,Salem,New Jersey,50 to 64 years,1107
34033,Salem,New Jersey,65+ years,874
34035,Somerset,New Jersey,0 - 17 years,2967
34035,Somerset,New Jersey,18 to 49 years,12595
34035,Somerset,New Jersey,50 to 64 years,5923
34035,Somerset,New Jersey,65+ years,3923
34037,Sussex,New Jersey,0 - 17 years,1265
34037,Sussex,New Jersey,18 to 49 years,5029
34037,Sussex,New Jersey,50 to 64 years,2787
34037,Sussex,New Jersey,65+ years,1430
34039,Union,New Jersey,0 - 17 years,7144
34039,Union,New Jersey,18 to 49 years,32078
34039,Union,New Jersey,50 to 64 years,14522
34039,Union,New Jersey,65+ years,8065
34041,Warren,New Jersey,0 - 17 years,796
34041,Warren,New Jersey,18 to 49 years,3758
34041,Warren,New Jersey,50 to 64 years,1903
34041,Warren,New Jersey,65+ years,1398
35001,Bernalillo,New Mexico,0 - 17 years,1440
35001,Bernalillo,New Mexico,18 to 49 years,7979
35001,Bernalillo,New Mexico,50 to 64 years,2318
35001,Bernalillo,New Mexico,65+ years,1597
35005,Chaves,New Mexico,0 - 17 years,328
35005,Chaves,New Mexico,18 to 49 years,1509
35005,Chaves,New Mexico,50 to 64 years,362
35005,Chaves,New Mexico,65+ years,208
35009,Curry,New Mexico,0 - 17 years,171
35009,Curry,New Mexico,18 to 49 years,1030
35009,Curry,New Mexico,50 to 64 years,281
35009,Curry,New Mexico,65+ years,177
35013,Dona Ana,New Mexico,0 - 17 years,1003
35013,Dona Ana,New Mexico,18 to 49 years,4299
35013,Dona Ana,New Mexico,50 to 64 years,1337
35013,Dona Ana,New Mexico,65+ years,787
35015,Eddy,New Mexico,0 - 17 years,173
35015,Eddy,New Mexico,18 to 49 years,900
35015,Eddy,New Mexico,50 to 64 years,293
35015,Eddy,New Mexico,65+ years,224
35025,Lea,New Mexico,0 - 17 years,298
35025,Lea,New Mexico,18 to 49 years,1446
35025,Lea,New Mexico,50 to 64 years,389
35025,Lea,New Mexico,65+ years,220
35029,Luna,New Mexico,0 - 17 years,133
35029,Luna,New Mexico,18 to 49 years,724
35029,Luna,New Mexico,50 to 64 years,264
35029,Luna,New Mexico,65+ years,126
35031,Mckinley,New Mexico,0 - 17 years,592
35031,Mckinley,New Mexico,18 to 49 years,2214
35031,Mckinley,New Mexico,50 to 64 years,968
35031,Mckinley,New Mexico,65+ years,581
35035,Otero,New Mexico,0 - 17 years,89
35035,Otero,New Mexico,18 to 49 years,981
35035,Otero,New Mexico,50 to 64 years,256
35035,Otero,New Mexico,65+ years,76
35043,Sandoval,New Mexico,0 - 17 years,288
35043,Sandoval,New Mexico,18 to 49 years,1207
35043,Sandoval,New Mexico,50 to 64 years,388
35043,Sandoval,New Mexico,65+ years,227
35045,San Juan,New Mexico,0 - 17 years,289
35045,San Juan,New Mexico,18 to 49 years,1751
35045,San Juan,New Mexico,50 to 64 years,631
35045,San Juan,New Mexico,65+ years,491
35049,Santa Fe,New Mexico,0 - 17 years,247
35049,Santa Fe,New Mexico,18 to 49 years,1367
35049,Santa Fe,New Mexico,50 to 64 years,382
35049,Santa Fe,New Mexico,65+ years,218
35061,Valencia,New Mexico,0 - 17 years,88
35061,Valencia,New Mexico,18 to 49 years,729
35061,Valencia,New Mexico,50 to 64 years,251
35061,Valencia,New Mexico,65+ years,115
36001,Albany,New York,0 - 17 years,2179
36001,Albany,New York,18 to 49 years,11878
36001,Albany,New York,50 to 64 years,4577
36001,Albany,New York,65+ years,3467
36003,Allegany,New York,0 - 17 years,265
36003,Allegany,New York,18 to 49 years,1292
36003,Allegany,New York,50 to 64 years,607
36003,Allegany,New York,65+ years,637
36005,Bronx,New York,0 - 17 years,19161
36005,Bronx,New York,18 to 49 years,79462
36005,Bronx,New York,50 to 64 years,36304
36005,Bronx,New York,65+ years,24134
36007,Broome,New York,0 - 17 years,1251
36007,Broome,New York,18 to 49 years,7955
36007,Broome,New York,50 to 64 years,2910
36007,Broome,New York,65+ years,2456
36009,Cattaraugus,New York,0 - 17 years,463
36009,Cattaraugus,New York,18 to 49 years,2171
36009,Cattaraugus,New York,50 to 64 years,1030
36009,Cattaraugus,New York,65+ years,896
36011,Cayuga,New York,0 - 17 years,439
36011,Cayuga,New York,18 to 49 years,2187
36011,Cayuga,New York,50 to 64 years,968
36011,Cayuga,New York,65+ years,740
36013,Chautauqua,New York,0 - 17 years,751
36013,Chautauqua,New York,18 to 49 years,3651
36013,Chautauqua,New York,50 to 64 years,1668
36013,Chautauqua,New York,65+ years,1491
36015,Chemung,New York,0 - 17 years,621
36015,Chemung,New York,18 to 49 years,3493
36015,Chemung,New York,50 to 64 years,1433
36015,Chemung,New York,65+ years,1369
36017,Chenango,New York,0 - 17 years,189
36017,Chenango,New York,18 to 49 years,1169
36017,Chenango,New York,50 to 64 years,538
36017,Chenango,New York,65+ years,575
36019,Clinton,New York,0 - 17 years,372
36019,Clinton,New York,18 to 49 years,2044
36019,Clinton,New York,50 to 64 years,746
36019,Clinton,New York,65+ years,502
36021,Columbia,New York,0 - 17 years,226
36021,Columbia,New York,18 to 49 years,1364
36021,Columbia,New York,50 to 64 years,769
36021,Columbia,New York,65+ years,812
36023,Cortland,New York,0 - 17 years,314
36023,Cortland,New York,18 to 49 years,1737
36023,Cortland,New York,50 to 64 years,610
36023,Cortland,New York,65+ years,456
36025,Delaware,New York,0 - 17 years,143
36025,Delaware,New York,18 to 49 years,652
36025,Delaware,New York,50 to 64 years,405
36025,Delaware,New York,65+ years,369
36027,Dutchess,New York,0 - 17 years,2634
36027,Dutchess,New York,18 to 49 years,12725
36027,Dutchess,New York,50 to 64 years,6367
36027,Dutchess,New York,65+ years,3884
36029,Erie,New York,0 - 17 years,7179
36029,Erie,New York,18 to 49 years,37818
36029,Erie,New York,50 to 64 years,16371
36029,Erie,New York,65+ years,11893
36031,Essex,New York,0 - 17 years,40
36031,Essex,New York,18 to 49 years,501
36031,Essex,New York,50 to 64 years,214
36031,Essex,New York,65+ years,138
36033,Franklin,New York,0 - 17 years,206
36033,Franklin,New York,18 to 49 years,1229
36033,Franklin,New York,50 to 64 years,370
36033,Franklin,New York,65+ years,224
36035,Fulton,New York,0 - 17 years,254
36035,Fulton,New York,18 to 49 years,1569
36035,Fulton,New York,50 to 64 years,811
36035,Fulton,New York,65+ years,640
36037,Genesee,New York,0 - 17 years,481
36037,Genesee,New York,18 to 49 years,2078
36037,Genesee,New York,50 to 64 years,1030
36037,Genesee,New York,65+ years,846
36039,Greene,New York,0 - 17 years,123
36039,Greene,New York,18 to 49 years,1269
36039,Greene,New York,50 to 64 years,619
36039,Greene,New York,65+ years,582
36043,Herkimer,New York,0 - 17 years,298
36043,Herkimer,New York,18 to 49 years,2026
36043,Herkimer,New York,50 to 64 years,1084
36043,Herkimer,New York,65+ years,972
36045,Jefferson,New York,0 - 17 years,504
36045,Jefferson,New York,18 to 49 years,2538
36045,Jefferson,New York,50 to 64 years,939
36045,Jefferson,New York,65+ years,621
36047,Kings,New York,0 - 17 years,28478
36047,Kings,New York,18 to 49 years,119886
36047,Kings,New York,50 to 64 years,47809
36047,Kings,New York,65+ years,40134
36049,Lewis,New York,0 - 17 years,239
36049,Lewis,New York,18 to 49 years,825
36049,Lewis,New York,50 to 64 years,405
36049,Lewis,New York,65+ years,354
36051,Livingston,New York,0 - 17 years,249
36051,Livingston,New York,18 to 49 years,1717
36051,Livingston,New York,50 to 64 years,790
36051,Livingston,New York,65+ years,533
36053,Madison,New York,0 - 17 years,315
36053,Madison,New York,18 to 49 years,1892
36053,Madison,New York,50 to 64 years,896
36053,Madison,New York,65+ years,585
36055,Monroe,New York,0 - 17 years,6266
36055,Monroe,New York,18 to 49 years,27728
36055,Monroe,New York,50 to 64 years,11568
36055,Monroe,New York,65+ years,9030
36057,Montgomery,New York,0 - 17 years,236
36057,Montgomery,New York,18 to 49 years,1347
36057,Montgomery,New York,50 to 64 years,609
36057,Montgomery,New York,65+ years,756
36059,Nassau,New York,0 - 17 years,22321
36059,Nassau,New York,18 to 49 years,92245
36059,Nassau,New York,50 to 64 years,47196
36059,Nassau,New York,65+ years,27805
36061,New York,New York,0 - 17 years,10082
36061,New York,New York,18 to 49 years,63895
36061,New York,New York,50 to 64 years,22333
36061,New York,New York,65+ years,19783
36063,Niagara,New York,0 - 17 years,1502
36063,Niagara,New York,18 to 49 years,7162
36063,Niagara,New York,50 to 64 years,3792
36063,Niagara,New York,65+ years,2991
36065,Oneida,New York,0 - 17 years,1513
36065,Oneida,New York,18 to 49 years,9432
36065,Oneida,New York,50 to 64 years,4618
36065,Oneida,New York,65+ years,3786
36067,Onondaga,New York,0 - 17 years,3415
36067,Onondaga,New York,18 to 49 years,15293
36067,Onondaga,New York,50 to 64 years,6183
36067,Onondaga,New York,65+ years,4766
36069,Ontario,New York,0 - 17 years,629
36069,Ontario,New York,18 to 49 years,2941
36069,Ontario,New York,50 to 64 years,1358
36069,Ontario,New York,65+ years,934
36071,Orange,New York,0 - 17 years,4178
36071,Orange,New York,18 to 49 years,21755
36071,Orange,New York,50 to 64 years,9031
36071,Orange,New York,65+ years,5177
36073,Orleans,New York,0 - 17 years,231
36073,Orleans,New York,18 to 49 years,1069
36073,Orleans,New York,50 to 64 years,650
36073,Orleans,New York,65+ years,576
36075,Oswego,New York,0 - 17 years,635
36075,Oswego,New York,18 to 49 years,3073
36075,Oswego,New York,50 to 64 years,1462
36075,Oswego,New York,65+ years,935
36077,Otsego,New York,0 - 17 years,212
36077,Otsego,New York,18 to 49 years,1359
36077,Otsego,New York,50 to 64 years,466
36077,Otsego,New York,65+ years,453
36079,Putnam,New York,0 - 17 years,1218
36079,Putnam,New York,18 to 49 years,5044
36079,Putnam,New York,50 to 64 years,2650
36079,Putnam,New York,65+ years,1327
36081,Queens,New York,0 - 17 years,24500
36081,Queens,New York,18 to 49 years,120180
36081,Queens,New York,50 to 64 years,54836
36081,Queens,New York,65+ years,35933
36083,Rensselaer,New York,0 - 17 years,310
36083,Rensselaer,New York,18 to 49 years,1862
36083,Rensselaer,New York,50 to 64 years,805
36083,Rensselaer,New York,65+ years,701
36085,Richmond,New York,0 - 17 years,8131
36085,Richmond,New York,18 to 49 years,32050
36085,Richmond,New York,50 to 64 years,14029
36085,Richmond,New York,65+ years,8562
36087,Rockland,New York,0 - 17 years,7805
36087,Rockland,New York,18 to 49 years,28129
36087,Rockland,New York,50 to 64 years,11054
36087,Rockland,New York,65+ years,6283
36089,St. Lawrence,New York,0 - 17 years,443
36089,St. Lawrence,New York,18 to 49 years,2089
36089,St. Lawrence,New York,50 to 64 years,829
36089,St. Lawrence,New York,65+ years,697
36091,Saratoga,New York,0 - 17 years,1252
36091,Saratoga,New York,18 to 49 years,5518
36091,Saratoga,New York,50 to 64 years,2613
36091,Saratoga,New York,65+ years,1358
36093,Schenectady,New York,0 - 17 years,1178
36093,Schenectady,New York,18 to 49 years,5948
36093,Schenectady,New York,50 to 64 years,2642
36093,Schenectady,New York,65+ years,1661
36095,Schoharie,New York,0 - 17 years,80
36095,Schoharie,New York,18 to 49 years,544
36095,Schoharie,New York,50 to 64 years,320
36095,Schoharie,New York,65+ years,236
36101,Steuben,New York,0 - 17 years,535
36101,Steuben,New York,18 to 49 years,2571
36101,Steuben,New York,50 to 64 years,1347
36101,Steuben,New York,65+ years,1076
36103,Suffolk,New York,0 - 17 years,19717
36103,Suffolk,New York,18 to 49 years,95106
36103,Suffolk,New York,50 to 64 years,45679
36103,Suffolk,New York,65+ years,25068
36105,Sullivan,New York,0 - 17 years,544
36105,Sullivan,New York,18 to 49 years,2864
36105,Sullivan,New York,50 to 64 years,1137
36105,Sullivan,New York,65+ years,672
36107,Tioga,New York,0 - 17 years,202
36107,Tioga,New York,18 to 49 years,1237
36107,Tioga,New York,50 to 64 years,662
36107,Tioga,New York,65+ years,501
36109,Tompkins,New York,0 - 17 years,354
36109,Tompkins,New York,18 to 49 years,2089
36109,Tompkins,New York,50 to 64 years,466
36109,Tompkins,New York,65+ years,484
36111,Ulster,New York,0 - 17 years,1128
36111,Ulster,New York,18 to 49 years,5637
36111,Ulster,New York,50 to 64 years,2654
36111,Ulster,New York,65+ years,1896
36113,Warren,New York,0 - 17 years,333
36113,Warren,New York,18 to 49 years,1322
36113,Warren,New York,50 to 64 years,711
36113,Warren,New York,65+ years,529
36115,Washington,New York,0 - 17 years,107
36115,Washington,New York,18 to 49 years,774
36115,Washington,New York,50 to 64 years,344
36115,Washington,New York,65+ years,261
36117,Wayne,New York,0 - 17 years,433
36117,Wayne,New York,18 to 49 years,2115
36117,Wayne,New York,50 to 64 years,1070
36117,Wayne,New York,65+ years,805
36119,Westchester,New York,0 - 17 years,14725
36119,Westchester,New York,18 to 49 years,64179
36119,Westchester,New York,50 to 64 years,30782
36119,Westchester,New York,65+ years,18736
36121,Wyoming,New York,0 - 17 years,267
36121,Wyoming,New York,18 to 49 years,1488
36121,Wyoming,New York,50 to 64 years,620
36121,Wyoming,New York,65+ years,392
37001,Alamance,North Carolina,0 - 17 years,2171
37001,Alamance,North Carolina,18 to 49 years,8697
37001,Alamance,North Carolina,50 to 64 years,3089
37001,Alamance,North Carolina,65+ years,2307
37003,Alexander,North Carolina,0 - 17 years,432
37003,Alexander,North Carolina,18 to 49 years,1900
37003,Alexander,North Carolina,50 to 64 years,939
37003,Alexander,North Carolina,65+ years,662
37007,Anson,North Carolina,0 - 17 years,193
37007,Anson,North Carolina,18 to 49 years,1106
37007,Anson,North Carolina,50 to 64 years,546
37007,Anson,North Carolina,65+ years,404
37009,Ashe,North Carolina,0 - 17 years,174
37009,Ashe,North Carolina,18 to 49 years,774
37009,Ashe,North Carolina,50 to 64 years,444
37009,Ashe,North Carolina,65+ years,392
37013,Beaufort,North Carolina,0 - 17 years,506
37013,Beaufort,North Carolina,18 to 49 years,1980
37013,Beaufort,North Carolina,50 to 64 years,927
37013,Beaufort,North Carolina,65+ years,878
37017,Bladen,North Carolina,0 - 17 years,369
37017,Bladen,North Carolina,18 to 49 years,1491
37017,Bladen,North Carolina,50 to 64 years,628
37017,Bladen,North Carolina,65+ years,454
37019,Brunswick,North Carolina,0 - 17 years,902
37019,Brunswick,North Carolina,18 to 49 years,3241
37019,Brunswick,North Carolina,50 to 64 years,1934
37019,Brunswick,North Carolina,65+ years,2208
37021,Buncombe,North Carolina,0 - 17 years,1671
37021,Buncombe,North Carolina,18 to 49 years,8437
37021,Buncombe,North Carolina,50 to 64 years,3041
37021,Buncombe,North Carolina,65+ years,2864
37023,Burke,North Carolina,0 - 17 years,897
37023,Burke,North Carolina,18 to 49 years,4659
37023,Burke,North Carolina,50 to 64 years,2128
37023,Burke,North Carolina,65+ years,1572
37025,Cabarrus,North Carolina,0 - 17 years,2531
37025,Cabarrus,North Carolina,18 to 49 years,10272
37025,Cabarrus,North Carolina,50 to 64 years,3930
37025,Cabarrus,North Carolina,65+ years,2322
37027,Caldwell,North Carolina,0 - 17 years,1015
37027,Caldwell,North Carolina,18 to 49 years,4102
37027,Caldwell,North Carolina,50 to 64 years,2047
37027,Caldwell,North Carolina,65+ years,1563
37031,Carteret,North Carolina,0 - 17 years,370
37031,Carteret,North Carolina,18 to 49 years,2105
37031,Carteret,North Carolina,50 to 64 years,1156
37031,Carteret,North Carolina,65+ years,826
37033,Caswell,North Carolina,0 - 17 years,153
37033,Caswell,North Carolina,18 to 49 years,864
37033,Caswell,North Carolina,50 to 64 years,479
37033,Caswell,North Carolina,65+ years,355
37035,Catawba,North Carolina,0 - 17 years,2408
37035,Catawba,North Carolina,18 to 49 years,8603
37035,Catawba,North Carolina,50 to 64 years,3986
37035,Catawba,North Carolina,65+ years,2820
37037,Chatham,North Carolina,0 - 17 years,521
37037,Chatham,North Carolina,18 to 49 years,2072
37037,Chatham,North Carolina,50 to 64 years,839
37037,Chatham,North Carolina,65+ years,724
37039,Cherokee,North Carolina,0 - 17 years,221
37039,Cherokee,North Carolina,18 to 49 years,858
37039,Cherokee,North Carolina,50 to 64 years,518
37039,Cherokee,North Carolina,65+ years,468
37045,Cleveland,North Carolina,0 - 17 years,1261
37045,Cleveland,North Carolina,18 to 49 years,4872
37045,Cleveland,North Carolina,50 to 64 years,2466
37045,Cleveland,North Carolina,65+ years,1994
37047,Columbus,North Carolina,0 - 17 years,649
37047,Columbus,North Carolina,18 to 49 years,2901
37047,Columbus,North Carolina,50 to 64 years,1336
37047,Columbus,North Carolina,65+ years,1016
37049,Craven,North Carolina,0 - 17 years,1068
37049,Craven,North Carolina,18 to 49 years,4370
37049,Craven,North Carolina,50 to 64 years,1672
37049,Craven,North Carolina,65+ years,1385
37051,Cumberland,North Carolina,0 - 17 years,2579
37051,Cumberland,North Carolina,18 to 49 years,15398
37051,Cumberland,North Carolina,50 to 64 years,4300
37051,Cumberland,North Carolina,65+ years,2867
37053,Currituck,North Carolina,0 - 17 years,125
37053,Currituck,North Carolina,18 to 49 years,690
37053,Currituck,North Carolina,50 to 64 years,258
37053,Currituck,North Carolina,65+ years,192
37055,Dare,North Carolina,0 - 17 years,193
37055,Dare,North Carolina,18 to 49 years,905
37055,Dare,North Carolina,50 to 64 years,401
37055,Dare,North Carolina,65+ years,259
37057,Davidson,North Carolina,0 - 17 years,1456
37057,Davidson,North Carolina,18 to 49 years,7079
37057,Davidson,North Carolina,50 to 64 years,3593
37057,Davidson,North Carolina,65+ years,2776
37059,Davie,North Carolina,0 - 17 years,474
37059,Davie,North Carolina,18 to 49 years,1721
37059,Davie,North Carolina,50 to 64 years,820
37059,Davie,North Carolina,65+ years,537
37061,Duplin,North Carolina,0 - 17 years,892
37061,Duplin,North Carolina,18 to 49 years,2849
37061,Duplin,North Carolina,50 to 64 years,1206
37061,Duplin,North Carolina,65+ years,831
37063,Durham,North Carolina,0 - 17 years,3075
37063,Durham,North Carolina,18 to 49 years,13569
37063,Durham,North Carolina,50 to 64 years,3596
37063,Durham,North Carolina,65+ years,2235
37065,Edgecombe,North Carolina,0 - 17 years,483
37065,Edgecombe,North Carolina,18 to 49 years,2155
37065,Edgecombe,North Carolina,50 to 64 years,1080
37065,Edgecombe,North Carolina,65+ years,923
37067,Forsyth,North Carolina,0 - 17 years,4051
37067,Forsyth,North Carolina,18 to 49 years,17953
37067,Forsyth,North Carolina,50 to 64 years,6215
37067,Forsyth,North Carolina,65+ years,4508
37069,Franklin,North Carolina,0 - 17 years,920
37069,Franklin,North Carolina,18 to 49 years,3006
37069,Franklin,North Carolina,50 to 64 years,1100
37069,Franklin,North Carolina,65+ years,610
37071,Gaston,North Carolina,0 - 17 years,2873
37071,Gaston,North Carolina,18 to 49 years,12173
37071,Gaston,North Carolina,50 to 64 years,5417
37071,Gaston,North Carolina,65+ years,3790
37077,Granville,North Carolina,0 - 17 years,601
37077,Granville,North Carolina,18 to 49 years,2730
37077,Granville,North Carolina,50 to 64 years,1284
37077,Granville,North Carolina,65+ years,711
37079,Greene,North Carolina,0 - 17 years,198
37079,Greene,North Carolina,18 to 49 years,1075
37079,Greene,North Carolina,50 to 64 years,451
37079,Greene,North Carolina,65+ years,352
37081,Guilford,North Carolina,0 - 17 years,4818
37081,Guilford,North Carolina,18 to 49 years,22703
37081,Guilford,North Carolina,50 to 64 years,8401
37081,Guilford,North Carolina,65+ years,5764
37083,Halifax,North Carolina,0 - 17 years,444
37083,Halifax,North Carolina,18 to 49 years,2298
37083,Halifax,North Carolina,50 to 64 years,1220
37083,Halifax,North Carolina,65+ years,948
37085,Harnett,North Carolina,0 - 17 years,1295
37085,Harnett,North Carolina,18 to 49 years,5412
37085,Harnett,North Carolina,50 to 64 years,1884
37085,Harnett,North Carolina,65+ years,1458
37087,Haywood,North Carolina,0 - 17 years,346
37087,Haywood,North Carolina,18 to 49 years,1742
37087,Haywood,North Carolina,50 to 64 years,832
37087,Haywood,North Carolina,65+ years,869
37089,Henderson,North Carolina,0 - 17 years,1108
37089,Henderson,North Carolina,18 to 49 years,4031
37089,Henderson,North Carolina,50 to 64 years,1981
37089,Henderson,North Carolina,65+ years,2126
37091,Hertford,North Carolina,0 - 17 years,117
37091,Hertford,North Carolina,18 to 49 years,908
37091,Hertford,North Carolina,50 to 64 years,457
37091,Hertford,North Carolina,65+ years,369
37093,Hoke,North Carolina,0 - 17 years,582
37093,Hoke,North Carolina,18 to 49 years,2344
37093,Hoke,North Carolina,50 to 64 years,765
37093,Hoke,North Carolina,65+ years,429
37097,Iredell,North Carolina,0 - 17 years,2147
37097,Iredell,North Carolina,18 to 49 years,8274
37097,Iredell,North Carolina,50 to 64 years,4000
37097,Iredell,North Carolina,65+ years,2425
37099,Jackson,North Carolina,0 - 17 years,310
37099,Jackson,North Carolina,18 to 49 years,1903
37099,Jackson,North Carolina,50 to 64 years,547
37099,Jackson,North Carolina,65+ years,503
37101,Johnston,North Carolina,0 - 17 years,2772
37101,Johnston,North Carolina,18 to 49 years,9727
37101,Johnston,North Carolina,50 to 64 years,3873
37101,Johnston,North Carolina,65+ years,2433
37105,Lee,North Carolina,0 - 17 years,656
37105,Lee,North Carolina,18 to 49 years,2792
37105,Lee,North Carolina,50 to 64 years,1221
37105,Lee,North Carolina,65+ years,779
37107,Lenoir,North Carolina,0 - 17 years,680
37107,Lenoir,North Carolina,18 to 49 years,2437
37107,Lenoir,North Carolina,50 to 64 years,1277
37107,Lenoir,North Carolina,65+ years,1058
37109,Lincoln,North Carolina,0 - 17 years,1084
37109,Lincoln,North Carolina,18 to 49 years,4247
37109,Lincoln,North Carolina,50 to 64 years,2181
37109,Lincoln,North Carolina,65+ years,1432
37111,Mcdowell,North Carolina,0 - 17 years,687
37111,Mcdowell,North Carolina,18 to 49 years,2334
37111,Mcdowell,North Carolina,50 to 64 years,1025
37111,Mcdowell,North Carolina,65+ years,771
37113,Macon,North Carolina,0 - 17 years,328
37113,Macon,North Carolina,18 to 49 years,1168
37113,Macon,North Carolina,50 to 64 years,459
37113,Macon,North Carolina,65+ years,611
37115,Madison,North Carolina,0 - 17 years,147
37115,Madison,North Carolina,18 to 49 years,620
37115,Madison,North Carolina,50 to 64 years,277
37115,Madison,North Carolina,65+ years,299
37117,Martin,North Carolina,0 - 17 years,176
37117,Martin,North Carolina,18 to 49 years,862
37117,Martin,North Carolina,50 to 64 years,498
37117,Martin,North Carolina,65+ years,478
37119,Mecklenburg,North Carolina,0 - 17 years,12363
37119,Mecklenburg,North Carolina,18 to 49 years,61245
37119,Mecklenburg,North Carolina,50 to 64 years,17611
37119,Mecklenburg,North Carolina,65+ years,8982
37123,Montgomery,North Carolina,0 - 17 years,349
37123,Montgomery,North Carolina,18 to 49 years,1447
37123,Montgomery,North Carolina,50 to 64 years,660
37123,Montgomery,North Carolina,65+ years,565
37125,Moore,North Carolina,0 - 17 years,975
37125,Moore,North Carolina,18 to 49 years,3911
37125,Moore,North Carolina,50 to 64 years,1574
37125,Moore,North Carolina,65+ years,1644
37127,Nash,North Carolina,0 - 17 years,1023
37127,Nash,North Carolina,18 to 49 years,5014
37127,Nash,North Carolina,50 to 64 years,2364
37127,Nash,North Carolina,65+ years,1629
37129,New Hanover,North Carolina,0 - 17 years,1765
37129,New Hanover,North Carolina,18 to 49 years,10162
37129,New Hanover,North Carolina,50 to 64 years,2967
37129,New Hanover,North Carolina,65+ years,1988
37133,Onslow,North Carolina,0 - 17 years,1660
37133,Onslow,North Carolina,18 to 49 years,9775
37133,Onslow,North Carolina,50 to 64 years,2170
37133,Onslow,North Carolina,65+ years,1478
37135,Orange,North Carolina,0 - 17 years,846
37135,Orange,North Carolina,18 to 49 years,5030
37135,Orange,North Carolina,50 to 64 years,1119
37135,Orange,North Carolina,65+ years,777
37139,Pasquotank,North Carolina,0 - 17 years,270
37139,Pasquotank,North Carolina,18 to 49 years,1532
37139,Pasquotank,North Carolina,50 to 64 years,644
37139,Pasquotank,North Carolina,65+ years,556
37141,Pender,North Carolina,0 - 17 years,706
37141,Pender,North Carolina,18 to 49 years,2317
37141,Pender,North Carolina,50 to 64 years,1012
37141,Pender,North Carolina,65+ years,732
37145,Person,North Carolina,0 - 17 years,353
37145,Person,North Carolina,18 to 49 years,1394
37145,Person,North Carolina,50 to 64 years,704
37145,Person,North Carolina,65+ years,574
37147,Pitt,North Carolina,0 - 17 years,2284
37147,Pitt,North Carolina,18 to 49 years,10588
37147,Pitt,North Carolina,50 to 64 years,3010
37147,Pitt,North Carolina,65+ years,2009
37149,Polk,North Carolina,0 - 17 years,96
37149,Polk,North Carolina,18 to 49 years,499
37149,Polk,North Carolina,50 to 64 years,263
37149,Polk,North Carolina,65+ years,340
37151,Randolph,North Carolina,0 - 17 years,1477
37151,Randolph,North Carolina,18 to 49 years,6856
37151,Randolph,North Carolina,50 to 64 years,3106
37151,Randolph,North Carolina,65+ years,2320
37153,Richmond,North Carolina,0 - 17 years,488
37153,Richmond,North Carolina,18 to 49 years,2072
37153,Richmond,North Carolina,50 to 64 years,931
37153,Richmond,North Carolina,65+ years,683
37155,Robeson,North Carolina,0 - 17 years,2173
37155,Robeson,North Carolina,18 to 49 years,7769
37155,Robeson,North Carolina,50 to 64 years,3258
37155,Robeson,North Carolina,65+ years,2265
37157,Rockingham,North Carolina,0 - 17 years,664
37157,Rockingham,North Carolina,18 to 49 years,3074
37157,Rockingham,North Carolina,50 to 64 years,1634
37157,Rockingham,North Carolina,65+ years,1446
37159,Rowan,North Carolina,0 - 17 years,1770
37159,Rowan,North Carolina,18 to 49 years,7436
37159,Rowan,North Carolina,50 to 64 years,3392
37159,Rowan,North Carolina,65+ years,2698
37161,Rutherford,North Carolina,0 - 17 years,616
37161,Rutherford,North Carolina,18 to 49 years,3017
37161,Rutherford,North Carolina,50 to 64 years,1670
37161,Rutherford,North Carolina,65+ years,1386
37163,Sampson,North Carolina,0 - 17 years,1039
37163,Sampson,North Carolina,18 to 49 years,3700
37163,Sampson,North Carolina,50 to 64 years,1437
37163,Sampson,North Carolina,65+ years,946
37165,Scotland,North Carolina,0 - 17 years,373
37165,Scotland,North Carolina,18 to 49 years,1722
37165,Scotland,North Carolina,50 to 64 years,668
37165,Scotland,North Carolina,65+ years,634
37167,Stanly,North Carolina,0 - 17 years,731
37167,Stanly,North Carolina,18 to 49 years,3374
37167,Stanly,North Carolina,50 to 64 years,1626
37167,Stanly,North Carolina,65+ years,1239
37169,Stokes,North Carolina,0 - 17 years,306
37169,Stokes,North Carolina,18 to 49 years,1617
37169,Stokes,North Carolina,50 to 64 years,915
37169,Stokes,North Carolina,65+ years,730
37171,Surry,North Carolina,0 - 17 years,937
37171,Surry,North Carolina,18 to 49 years,3478
37171,Surry,North Carolina,50 to 64 years,1578
37171,Surry,North Carolina,65+ years,1386
37175,Transylvania,North Carolina,0 - 17 years,204
37175,Transylvania,North Carolina,18 to 49 years,824
37175,Transylvania,North Carolina,50 to 64 years,371
37175,Transylvania,North Carolina,65+ years,456
37179,Union,North Carolina,0 - 17 years,3525
37179,Union,North Carolina,18 to 49 years,11460
